,rider_provider,CashAndCashEquivalents,MarketableSecurities,TotalCurrentAssets,TotalAssets,PropertyAndEquipmentNet,Goodwill,TotalCurrentLiabilities,SharesOutstanding,TotalStockholdersEquity,TotalEquity,GrossProfit,TotalOperatingExpenses,NetIncome,GrossPropertyAndEquipment,StockPrice,SalesAndMarketing,TotalDebt,Revenues,CostOfSales,OperatingIncome,NetLoss,RecurringRevenue,ARR,GAAPRevenue,NonGAAPEarnings,MRR,FilingDate,DocURL
1,1707753_2021,400814000.0,,637214000.0,973172000.0,8881000.0,198851000.0,450015000.0,90533985.0,1071675000.0,973172000.0,447435000.0,576913000.0,-129434000.0,19339000.0,,273877000.0,,608489000.0,161054000.0,-129478000.0,,,-129434000.0,,,,2021-06-25,https://www.sec.gov/Archives/edgar/data/1707753/000170775321000026/estc-20210430.htm
1,1707753_2020,297081000.0,,480239000.0,803911000.0,7760000.0,197877000.0,321424000.0,82856978.0,898788000.0,803911000.0,304930000.0,476035000.0,-167174000.0,20825000.0,,219040000.0,,427620000.0,122690000.0,-171105000.0,,,-167174000.0,,,,2020-06-26,https://www.sec.gov/Archives/edgar/data/1707753/000162828020009982/estc-20200430.htm
1,1337619_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-26,https://www.sec.gov/Archives/edgar/data/1337619/000162828021003457/env-20201231.htm
1,1337619_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-28,https://www.sec.gov/Archives/edgar/data/1337619/000162828020002576/env-2019123110xk.htm
1,1437352_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-26,https://www.sec.gov/Archives/edgar/data/1437352/000156459021009422/evbg-10k_20201231.htm
1,1437352_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-28,https://www.sec.gov/Archives/edgar/data/1437352/000156459020007797/evbg-10k_20191231.htm
1,814547_2021,195354000.0,,550974000.0,1567776000.0,27913000.0,788185000.0,559207000.0,27568000.0,2585143000.0,1567776000.0,,,392084000.0,,397.93,,,1316536000.0,,560684000.0,,,392084000.0,,,,2021-11-10,https://www.sec.gov/Archives/edgar/data/814547/000081454721000019/fico-20210930.htm
1,814547_2020,157394000.0,,534078000.0,1606240000.0,46419000.0,812364000.0,414511000.0,,2193059000.0,1606240000.0,280680000.0,,236411000.0,,425.38,,,1294562000.0,,454310000.0,,,236411000.0,,,,2020-11-12,https://www.sec.gov/Archives/edgar/data/814547/000081454720000012/fico10-k2020.htm
1,922521_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-10,https://www.sec.gov/Archives/edgar/data/922521/000162828021004460/falc-20201231.htm
1,1517413_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-01,https://www.sec.gov/Archives/edgar/data/1517413/000151741321000030/fsly-20201231.htm
1,1517413_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-04,https://www.sec.gov/Archives/edgar/data/1517413/000151741320000043/fsly-10kx123119.htm
1,1370880_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-26,https://www.sec.gov/Archives/edgar/data/1370880/000137088021000010/feye-20201231.htm
1,1370880_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-21,https://www.sec.gov/Archives/edgar/data/1370880/000137088020000008/a10-kxfeyex20191231.htm
1,1288847_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-01,https://www.sec.gov/Archives/edgar/data/1288847/000128884721000029/fivn-20201231.htm
1,1288847_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-27,https://www.sec.gov/Archives/edgar/data/1288847/000128884720000028/fivn-20191231.htm
1,1262039_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-19,https://www.sec.gov/Archives/edgar/data/1262039/000126203921000008/ftnt-20201231.htm
1,1262039_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-26,https://www.sec.gov/Archives/edgar/data/1262039/000126203920000011/ftnt-201910xk.htm
1,1682325_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-19,https://www.sec.gov/Archives/edgar/data/1682325/000155837021001283/gtyhu-20201231x10k.htm
1,1528396_2021,384910000.0,,1355285000.0,2321845000.0,80061000.0,340877000.0,300314000.0,83194157.0,1617204000.0,2321845000.0,368213000.0,473797000.0,,130939000.0,115.2,160544000.0,,743267000.0,375054000.0,-105584000.0,,,,,,,2021-09-24,https://www.sec.gov/Archives/edgar/data/1528396/000152839621000095/gwre-20210731.htm
1,1528396_2020,366969000.0,,1343218000.0,2364852000.0,65235000.0,340877000.0,225198000.0,83461925.0,1656768000.0,2364852000.0,404292000.0,428178000.0,,101251000.0,117.66,142420000.0,,742307000.0,338015000.0,-23886000.0,,,,,,,2020-09-28,https://www.sec.gov/Archives/edgar/data/1528396/000152839620000053/gwre-20200731.htm
1,1404655_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-16,https://www.sec.gov/Archives/edgar/data/1404655/000156459021006083/hubs-10k_20201231.htm
1,1404655_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-12,https://www.sec.gov/Archives/edgar/data/1404655/000156459020004381/hubs-10k_20191231.htm
1,837852_2021,,,,,,,,,,,10.0,,,,2.15,,,,,,,,,,,,2021-03-31,https://www.sec.gov/Archives/edgar/data/837852/000110465921044740/idex-20201231x10k.htm
1,896878_2021,2562000000.0,1508000000.0,5157000000.0,15516000000.0,780000000.0,5613000000.0,2655000000.0,273235000.0,12296000000.0,15516000000.0,,,2062000000.0,2120000000.0,,2644000000.0,,9633000000.0,1564000000.0,5381000000.0,,,2062000000.0,,,,2021-09-08,https://www.sec.gov/Archives/edgar/data/896878/000089687821000233/intu-20210731.htm
1,896878_2020,6442000000.0,808000000.0,7980000000.0,10931000000.0,734000000.0,1654000000.0,3529000000.0,261740000.0,10885000000.0,10931000000.0,,1163000000.0,1826000000.0,2028000000.0,,2048000000.0,,,1284000000.0,4186000000.0,,,1826000000.0,,,,2020-08-31,https://www.sec.gov/Archives/edgar/data/896878/000089687820000148/fy20q410-kdocument.htm
1,829323_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-11,https://www.sec.gov/Archives/edgar/data/829323/000082932321000010/inuv-20201231.htm
1,829323_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-12,https://www.sec.gov/Archives/edgar/data/829323/000082932320000042/inuv-20191231.htm
1,1084048_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-01,https://www.sec.gov/Archives/edgar/data/1084048/000108404821000012/jcom-20201231.htm
1,1084048_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-02,https://www.sec.gov/Archives/edgar/data/1084048/000108404820000012/jcom2019123110-k.htm
1,807882_2021,,,168958000.0,1750137000.0,322914000.0,47774000.0,329066000.0,,1764412000.0,1750137000.0,,,165755000.0,1133038000.0,,,1273420000.0,,,289946000.0,,,165755000.0,,,,2021-11-23,https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/jack-20211003.htm
1,807882_2020,,,335581000.0,1906494000.0,335982000.0,47161000.0,340354000.0,,1636211000.0,1906494000.0,,,89764000.0,1132430000.0,,,1376913000.0,,13059000.0,230584000.0,,,89764000.0,,,,2020-11-18,https://www.sec.gov/Archives/edgar/data/807882/000080788220000018/jack-20200927.htm
1,1721947_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-04,https://www.sec.gov/Archives/edgar/data/1721947/000155837021002391/jamf-20201231x10k.htm
1,1102993_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-08,https://www.sec.gov/Archives/edgar/data/1102993/000110299321000031/lpsn-20201231.htm
1,1102993_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-02,https://www.sec.gov/Archives/edgar/data/1102993/000110299320000017/a201910-kliveperson.htm
1,1056696_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-05,https://www.sec.gov/Archives/edgar/data/1056696/000156459021004542/manh-10k_20201231.htm
1,1056696_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-10,https://www.sec.gov/Archives/edgar/data/1056696/000156459020003915/manh-10k_20191231.htm
1,1540184_2021,428328000.0,254061000.0,918762000.0,1401649000.0,40668000.0,262942000.0,387183000.0,154995819.0,1136534000.0,1401649000.0,306537000.0,444565000.0,-48770000.0,104214000.0,,225414000.0,,477221000.0,,-41203000.0,,,-48770000.0,,,,2021-03-22,https://www.sec.gov/Archives/edgar/data/1540184/000154018421000004/mdla-20210131.htm
1,1540184_2020,226866000.0,,539307000.0,731649000.0,34879000.0,79324000.0,324151000.0,132346402.0,878843000.0,731649000.0,257274000.0,372204000.0,-31870000.0,79527000.0,,180711000.0,,402463000.0,,-32766000.0,,,-31870000.0,,,,2020-03-19,https://www.sec.gov/Archives/edgar/data/1540184/000154018420000011/mdla-20200131.htm
1,789019_2021,14224000000.0,122008000000.0,184406000000.0,333779000000.0,59715000000.0,49711000000.0,88657000000.0,7519000000.0,141988000000.0,333779000000.0,115856000000.0,,61271000000.0,111066000000.0,,20117000000.0,,168088000000.0,52232000000.0,69916000000.0,,,61271000000.0,,,,2021-07-29,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/msft-10k_20210630.htm
1,789019_2020,13576000000.0,129798000000.0,181915000000.0,301311000000.0,44151000000.0,43351000000.0,72310000000.0,7571000000.0,118304000000.0,301311000000.0,96937000000.0,,44281000000.0,87348000000.0,,19598000000.0,,143015000000.0,46078000000.0,52959000000.0,,,44281000000.0,,,,2020-07-30,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/msft-10k_20200630.htm
1,1050446_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-12,https://www.sec.gov/Archives/edgar/data/1050446/000156459021005783/mstr-10k_20201231.htm
1,1050446_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-14,https://www.sec.gov/Archives/edgar/data/1050446/000156459020004679/mstr-10k_20191231.htm
1,807863_2021,30312000.0,197108000.0,204056000.0,419693000.0,3671000.0,63096000.0,39209000.0,44169000.0,199935000.0,419693000.0,,26145000.0,7978000.0,8417000.0,15.16,32497000.0,,119797000.0,12072000.0,13277000.0,,,7978000.0,,,,2021-12-13,https://www.sec.gov/Archives/edgar/data/807863/000080786321000098/mitk-20210930.htm
1,807863_2020,19986000.0,41998000.0,84126000.0,169154000.0,3610000.0,35669000.0,24356000.0,41780000.0,146518000.0,169154000.0,,20991000.0,7814000.0,9165000.0,,27646000.0,,101310000.0,9889000.0,8868000.0,,,7814000.0,,,,2020-12-07,https://www.sec.gov/Archives/edgar/data/807863/000080786320000136/mitk-20200930.htm
1,1576914_2021,45489000.0,,77226000.0,171146000.0,17370000.0,43938000.0,32697000.0,605579000.0,123394000.0,171146000.0,83029000.0,64831000.0,14595000.0,53448000.0,,11344000.0,,126894000.0,43865000.0,18198000.0,,,14595000.0,,,,2021-06-14,https://www.sec.gov/Archives/edgar/data/1576914/000162828021012152/mixt-20210331.htm
1,1576914_2020,17953000.0,,53398000.0,143655000.0,23541000.0,37923000.0,27534000.0,600934000.0,99020000.0,143655000.0,92635000.0,71587000.0,10987000.0,52824000.0,,13324000.0,,145650000.0,53015000.0,21048000.0,,,10987000.0,,,,2020-07-23,https://www.sec.gov/Archives/edgar/data/1576914/000162828020010583/mixt-20200331.htm
1,1118417_2021,165467000.0,,222330000.0,363790000.0,1907000.0,65665000.0,96459000.0,36059000.0,380528000.0,363790000.0,106797000.0,121211000.0,-29737000.0,15081000.0,,43239000.0,,193445000.0,,-14414000.0,,,-29737000.0,,,,2021-11-19,https://www.sec.gov/Archives/edgar/data/1118417/000111841721000166/modn-20210930.htm
1,1118417_2020,200491000.0,,246398000.0,320290000.0,1034000.0,39283000.0,77666000.0,34821000.0,351952000.0,320290000.0,95560000.0,102166000.0,-13664000.0,16323000.0,,38979000.0,,161056000.0,,-6606000.0,,,-13664000.0,,,,2020-11-23,https://www.sec.gov/Archives/edgar/data/1118417/000111841720000129/modn-20200930.htm
1,1441816_2021,429697000.0,528045000.0,1141887000.0,1407495000.0,62364000.0,55830000.0,354541000.0,60898451.0,932332000.0,1407495000.0,413304000.0,622608000.0,-266944000.0,70309000.0,,325100000.0,,590380000.0,177076000.0,-209304000.0,,,-266944000.0,,,,2021-03-22,https://www.sec.gov/Archives/edgar/data/1441816/000144181621000051/mdb-20210131.htm
1,1441816_2020,706192000.0,280326000.0,1113196000.0,1328567000.0,58316000.0,55830000.0,242384000.0,57382543.0,752127000.0,1328567000.0,296364000.0,444230000.0,-175522000.0,63869000.0,,223893000.0,,421720000.0,125356000.0,-147866000.0,,,-175522000.0,,,,2020-03-27,https://www.sec.gov/Archives/edgar/data/1441816/000144181620000067/mdb-013120x10k.htm
1,1566895_2021,371425000.0,,442231000.0,563401000.0,29943000.0,57149000.0,115692000.0,93643759.0,425179000.0,563401000.0,116158000.0,158766000.0,-396000.0,39903000.0,,59731000.0,,204293000.0,88135000.0,-13856000.0,,,-396000.0,,,,2021-03-31,https://www.sec.gov/Archives/edgar/data/1566895/000156689521000007/ncno-20210131.htm
1,1448056_2021,240821000.0,575254000.0,1048256000.0,1398619000.0,91308000.0,144253000.0,462021000.0,63759000.0,1001309000.0,1398619000.0,486084000.0,657484000.0,-192610000.0,223709000.0,61.48,361702000.0,,667648000.0,,-171400000.0,,,-192610000.0,,,,2021-05-14,https://www.sec.gov/Archives/edgar/data/1448056/000144805621000025/newr-20210331.htm
1,1448056_2020,292523000.0,565511000.0,1000453000.0,1258434000.0,100294000.0,45112000.0,376582000.0,59838000.0,780479000.0,1258434000.0,496273000.0,581762000.0,-88937000.0,209888000.0,46.24,334319000.0,,599510000.0,,-85489000.0,,,-88937000.0,,,,2020-05-15,https://www.sec.gov/Archives/edgar/data/1448056/000144805620000014/newr-20200331.htm
1,849399_2021,933000000.0,17000000.0,1538000000.0,6361000000.0,78000000.0,2867000000.0,2136000000.0,580000000.0,2229000000.0,6361000000.0,2189000000.0,1293000000.0,554000000.0,633000000.0,21.42,576000000.0,,2551000000.0,,896000000.0,,,554000000.0,,,,2021-05-21,https://www.sec.gov/Archives/edgar/data/849399/000084939921000010/nlok-20210402.htm
1,849399_2020,2177000000.0,348000000.0,3079000000.0,7735000000.0,238000000.0,2585000000.0,2622000000.0,589000000.0,3356000000.0,7735000000.0,2097000000.0,1742000000.0,3887000000.0,1078000000.0,18.29,701000000.0,,2490000000.0,,355000000.0,,,3887000000.0,,,,2020-05-28,https://www.sec.gov/Archives/edgar/data/849399/000084939920000004/nlokfy2010-k.htm
1,1002517_2021,187307000.0,,603545000.0,3386653000.0,146660000.0,2155270000.0,928349000.0,315651000.0,2054994000.0,3386653000.0,833388000.0,750669000.0,-26726000.0,373763000.0,55.04,294538000.0,494925000.0,,528991000.0,82719000.0,,,-26726000.0,,,,2021-11-18,https://www.sec.gov/Archives/edgar/data/1002517/000100251721000052/nuan-20210930.htm
1,1002517_2020,301233000.0,,735985000.0,3593332000.0,143428000.0,2133712000.0,986142000.0,,1550568000.0,3593332000.0,839960000.0,727372000.0,54877000.0,408494000.0,33.19,273324000.0,1104464000.0,,638939000.0,112588000.0,,,54877000.0,,,,2020-11-19,https://www.sec.gov/Archives/edgar/data/1002517/000100251720000058/nuan0930202010-k.htm
1,1618732_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-21,https://www.sec.gov/Archives/edgar/data/1618732/000095017021001852/ntnx-20210731.htm
1,1618732_2020,318737000.0,,1094020000.0,1768547000.0,143172000.0,185260000.0,760203000.0,201949000.0,2245180000.0,1768547000.0,1020993000.0,1849914000.0,-185348000.0,394397000.0,22.19,1160389000.0,,1307682000.0,286689000.0,-171352000.0,,,-185348000.0,,,,2020-09-23,https://www.sec.gov/Archives/edgar/data/1618732/000161873220000112/ntnx-20200731.htm
1,746210_2021,,,,,,,,26618048.0,,,,,,,,,,,,,,,,,,,2021-03-30,https://www.sec.gov/Archives/edgar/data/746210/000074621021000024/glow-20201231.htm
1,1660134_2021,434607000.0,2432841000.0,2878567000.0,3298797000.0,62783000.0,48023000.0,1545614000.0,122824000.0,1656096000.0,3298797000.0,617743000.0,821902000.0,-17440000.0,85052000.0,259.01,427350000.0,,835424000.0,217681000.0,-204159000.0,,,-17440000.0,,,,2021-03-04,https://www.sec.gov/Archives/edgar/data/1660134/000166013421000007/okta-20210131.htm
1,1660134_2020,520048000.0,882976000.0,1599725000.0,1955395000.0,53535000.0,48023000.0,546963000.0,,1105564000.0,1955395000.0,426685000.0,612517000.0,-16775000.0,69944000.0,128.05,340356000.0,,586067000.0,159382000.0,-185832000.0,,,-16775000.0,,,,2020-03-06,https://www.sec.gov/Archives/edgar/data/1660134/000166013420000006/okta-131202010k.htm
1,1044777_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-25,https://www.sec.gov/Archives/edgar/data/1044777/000155837021001842/ospn-20201231x10k.htm
1,1568100_2021,339166000.0,221112000.0,638314000.0,795443000.0,12639000.0,72126000.0,172694000.0,82882424.0,614494000.0,795443000.0,182870000.0,249152000.0,-68903000.0,23701000.0,,122155000.0,,213556000.0,30686000.0,-66282000.0,,,-68903000.0,,,,2021-03-19,https://www.sec.gov/Archives/edgar/data/1568100/000156810021000011/pd-20210131.htm
1,1568100_2020,124024000.0,199340000.0,404991000.0,435398000.0,12369000.0,,115032000.0,77793540.0,487008000.0,435398000.0,141772000.0,197331000.0,-50339000.0,19617000.0,,97350000.0,,166351000.0,24579000.0,-55559000.0,,,-50339000.0,,,,2020-03-19,https://www.sec.gov/Archives/edgar/data/1568100/000156810020000013/pagerdutyq42020-10k.htm
1,1327567_2021,1874.2,2182.9,4647.3,10241.6,318.4,2710.1,5116.7,97.3,634.5,10241.6,2981.2,3285.3,-498.9,717.4,,1753.8,,4256.1,1274.9,-304.1,,,-498.9,,,,2021-09-03,https://www.sec.gov/Archives/edgar/data/1327567/000132756721000029/panw-20210731.htm
1,1327567_2020,2958.0,1686.2,5129.2,9065.4,348.1,1812.9,2691.7,96.3,1101.8,9065.4,2408.9,2587.9,-58.9,669.1,,1520.2,,3408.4,999.5,-17.8,,,-58.9,,,,2020-09-04,https://www.sec.gov/Archives/edgar/data/1327567/000132756720000032/panw-20200731.htm
1,1084384_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-17,https://www.sec.gov/Archives/edgar/data/1084384/000162828021012457/teum-20201231.htm
1,723531_2021,995.2,3020.2,6169.5,9227.2,395.8,1820.7,4938.2,359.8,2948.0,9227.2,,,,1361.9,,,,3997.5,,1460.7,,,,,,,2021-07-16,https://www.sec.gov/Archives/edgar/data/723531/000072353121000035/payx-20210531x10k.htm
1,723531_2020,905.2,2757.2,5464.6,8550.7,407.4,1791.1,4426.9,358.8,2781.4,8550.7,,,,1364.6,,,,3953.6,,1460.5,,,,,,,2020-07-17,https://www.sec.gov/Archives/edgar/data/723531/000072353120000048/payx-20200531x10k.htm
1,1590955_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-18,https://www.sec.gov/Archives/edgar/data/1590955/000156459021006660/payc-10k_20201231.htm
1,1590955_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-13,https://www.sec.gov/Archives/edgar/data/1590955/000156459020004636/payc-10k_20191231.htm
1,1591698_2021,202287000.0,20539000.0,2032883000.0,2414885000.0,59835000.0,33650000.0,1867016000.0,54594000.0,476930000.0,2414885000.0,416329000.0,358286000.0,70819000.0,122589000.0,,161808000.0,,631725000.0,219298000.0,58043000.0,,,70819000.0,,,,2021-08-06,https://www.sec.gov/Archives/edgar/data/1591698/000155837021010711/pcty-20210630x10k.htm
1,1591698_2020,250851000.0,123177000.0,1663154000.0,1985648000.0,66737000.0,21655000.0,1408940000.0,53792000.0,392908000.0,1985648000.0,379319000.0,313148000.0,64455000.0,118046000.0,,145134000.0,,546212000.0,182010000.0,66171000.0,,,64455000.0,,,,2020-08-07,https://www.sec.gov/Archives/edgar/data/1591698/000155837020009960/pcty-20200630x10k.htm
1,1013857_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-17,https://www.sec.gov/Archives/edgar/data/1013857/000101385721000032/pega-20201231.htm
1,1013857_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-12,https://www.sec.gov/Archives/edgar/data/1013857/000101385720000007/q4201910k.htm
1,1679826_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-24,https://www.sec.gov/Archives/edgar/data/1679826/000155837021001638/ping-20201231x10k.htm
1,1679826_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-04,https://www.sec.gov/Archives/edgar/data/1679826/000155837020002034/ping-20191231x10ke3d03d.htm
1,1725579_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-26,https://www.sec.gov/Archives/edgar/data/1725579/000172557921000010/ps-20201231.htm
1,1725579_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-25,https://www.sec.gov/Archives/edgar/data/1725579/000172557920000008/ps10-k123119.htm
1,876167_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-27,https://www.sec.gov/Archives/edgar/data/876167/000087616721000030/prgs-20201130.htm
1,876167_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-27,https://www.sec.gov/Archives/edgar/data/876167/000087616720000027/a201910-kmaster.htm
1,1212458_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-19,https://www.sec.gov/Archives/edgar/data/1212458/000156459021006943/pfpt-10k_20201231.htm
1,1212458_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-20,https://www.sec.gov/Archives/edgar/data/1212458/000156459020005557/pfpt-10k_20191231.htm
1,1392972_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-12,https://www.sec.gov/Archives/edgar/data/1392972/000139297221000039/pro-20201231.htm
1,1392972_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-19,https://www.sec.gov/Archives/edgar/data/1392972/000139297220000059/pro-20191231x10k.htm
